year,DonorCode,donornamee,col,colname,Row,rowname,RecipientCode,RecipientNameE,regionid,Regionnname,incomegrid,incomegrname,Amount,Defl,NatCur,src,share,odaGNI,currencyname
2019,12,United Kingdom,201,"Grants, Total",,,384,Saint Vincent and the Grenadines,10005,CaribbeanCentralAmerica,10019,UMICs,0.11349635,0.116215571,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,8.386671828,8.386671828,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,255,Mali,10003,SouthSahara,10016,LDCs,13.26980589,13.26980589,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,12.54697897,12.54697897,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,555,Lebanon,10011,MiddleEast,10019,UMICs,182.55261,182.55261,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,740,Democratic People's Republic of Korea,10008,FarEastAsia,10017,OtherLICs,3.106,3.106,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,859,Marshall Islands,10012,Oceania,10019,UMICs,0.105962762,0.108501488,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,0.350408888,0.361902443,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,352,Belize,10005,CaribbeanCentralAmerica,10019,UMICs,0.021168937,0.021659339,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,0.008334419,0.008606811,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,5.070168,5.070168,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,831,Cook Islands,10012,Oceania,10019,UMICs,26.66878129,26.66878129,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,273,Somalia,10003,SouthSahara,10016,LDCs,7.454746973,7.454746973,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,243,Guinea,10003,SouthSahara,10016,LDCs,0.559896141,0.559896141,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,10.94375146,10.94375146,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,540,Iran,10011,MiddleEast,10019,UMICs,5.48618,5.48618,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,58.20260937,57.14182791,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,765,Timor-Leste,10008,FarEastAsia,10016,LDCs,11.470012,12.22350803,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,243,Guinea,10003,SouthSahara,10016,LDCs,0.053295401,0.055479854,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,764,Thailand,10008,FarEastAsia,10019,UMICs,0.31028305,0.319162541,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,872,Tuvalu,10012,Oceania,10016,LDCs,6.406155856,6.589483322,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,283,Togo,10003,SouthSahara,10016,LDCs,45.70973917,47.44065019,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,93,Moldova,10010,Europe,10018,LMICs,107.3434578,109.0101215,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,130,Algeria,10002,NorthSahara,10019,UMICs,184.9900581,191.8812015,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,229.4331868,237.9734663,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,630,Bhutan,10009,SouthCentralAsia,10016,LDCs,0.69019274,0.69019274,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,275,Namibia,10003,SouthSahara,10019,UMICs,0.022130296,0.022130296,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,0.032331342,0.032331342,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,19.09343593,19.09343593,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,233,Comoros,10003,SouthSahara,10016,LDCs,26.82624096,26.82624096,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,917.519533,917.519533,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,11.089988,10.89584379,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,619,"Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,40.702961,39.99040438,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,789,"Far East Asia, regional",10008,FarEastAsia,10024,UnallocatedIncome,48.821981,47.9672907,,dac2a,,,
2019,4,France,201,"Grants, Total",,,347,Guatemala,10005,CaribbeanCentralAmerica,10018,LMICs,3.223452253,3.349119002,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,57,Kosovo,10010,Europe,10018,LMICs,4.958743436,5.396929947,,dac2a,,,
2018,4,France,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,0.680890927,0.680890927,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,230,Cabo Verde,10003,SouthSahara,10018,LMICs,0.194182011,0.194182011,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,437,Colombia,10006,SouthAmerica,10019,UMICs,35.40370406,35.40370406,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,617,Uzbekistan,10009,SouthCentralAsia,10018,LMICs,10.93882,10.93882,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.598389119,0.624958759,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,236,Benin,10003,SouthSahara,10016,LDCs,1.250433578,1.281784791,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,57,Kosovo,10010,Europe,10018,LMICs,39.122988,38.43809079,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,640,Sri Lanka,10009,SouthCentralAsia,10018,LMICs,16.80773355,16.80773355,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,645,India,10009,SouthCentralAsia,10018,LMICs,1.632241886,1.632241886,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,3.514800896,3.514800896,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,0.00438067,0.00438067,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,130,Algeria,10002,NorthSahara,10019,UMICs,0.035443318,0.035443318,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,235,Democratic Republic of the Congo,10003,SouthSahara,10016,LDCs,0.070886637,0.070886637,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,383,Saint Lucia,10005,CaribbeanCentralAmerica,10019,UMICs,2.402787417,2.493774837,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,428,Bolivia,10006,SouthAmerica,10018,LMICs,8.45490644,8.45490644,,dac2a,,,
2018,76,Poland,204,ODA Gross Loans,,,248,Kenya,10003,SouthSahara,10018,LMICs,6.2725,6.2725,,dac2a,,,
2018,701,Japan,204,ODA Gross Loans,,,142,Egypt,10002,NorthSahara,10018,LMICs,272.485638,272.485638,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,798,"Asia, regional",10007,Asia,10024,UnallocatedIncome,61.72277919,63.85032832,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,3.996493,3.996493,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,218,South Africa,10003,SouthSahara,10019,UMICs,0.629936,0.671318195,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,836,Kiribati,10012,Oceania,10016,LDCs,2.390395164,2.480913321,,dac2a,,,
2018,50,Spain,204,ODA Gross Loans,,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,1.770329281,1.770329281,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,358,Mexico,10005,CaribbeanCentralAmerica,10019,UMICs,82.64114933,85.86292639,,dac2a,,,
2019,6,Italy,204,ODA Gross Loans,,,269,Senegal,10003,SouthSahara,10016,LDCs,9.833013892,10.30712311,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,245,Equatorial Guinea,10003,SouthSahara,10019,UMICs,0.012189019,0.012189019,,dac2a,,,
2019,12,United Kingdom,528,Total ODA,930,Unspecified,,,,,,,559.2221577,565.6183849,,dac5,,,
2019,301,Canada,528,Total ODA,998,Unspecified,,,,,,,-20.93500872,-20.93724544,,dac5,,,
2018,10,Sweden,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,146.3206339,146.3206339,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,15.74260865,15.74260865,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,437,Colombia,10006,SouthAmerica,10019,UMICs,40.98066673,40.98066673,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,136,Morocco,10002,NorthSahara,10018,LMICs,439.3642996,439.3642996,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,2.0608463,2.139756487,,dac2a,,,
2019,12,United Kingdom,,,,,10010,Top 10 recipients,,,,,24.42146583,,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.56255484,0.567621732,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,21.52327877,22.03894784,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,660,Nepal,10009,SouthCentralAsia,10016,LDCs,0.906074979,0.906074979,,dac2a,,,
2018,4,France,201,"Grants, Total",,,764,Thailand,10008,FarEastAsia,10019,UMICs,13.87903853,13.87903853,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,273,Somalia,10003,SouthSahara,10016,LDCs,17.11486446,17.11486446,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,0.633945132,0.633945132,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,41.18934805,42.92947545,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,29.43345488,30.67693077,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,265,Zimbabwe,10003,SouthSahara,10017,OtherLICs,26.90834611,27.83586151,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,266,Rwanda,10003,SouthSahara,10016,LDCs,44.52557182,46.06034298,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,6.545147669,6.860728918,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.12167057,0.124817253,,dac2a,,,
2019,61,Slovenia,201,"Grants, Total",,,86,Belarus,10010,Europe,10019,UMICs,0.027506851,0.028248218,,dac2a,,,
2019,61,Slovenia,201,"Grants, Total",,,235,Democratic Republic of the Congo,10003,SouthSahara,10016,LDCs,0.033583343,0.034488484,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,266,Rwanda,10003,SouthSahara,10016,LDCs,0.005322992,0.005485401,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,0.584762443,0.603874123,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,381,Grenada,10005,CaribbeanCentralAmerica,10019,UMICs,0.342593791,0.343415594,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,738,Indonesia,10008,FarEastAsia,10018,LMICs,19.72561698,19.7729342,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,728,Cambodia,10008,FarEastAsia,10016,LDCs,89.78295763,89.78295763,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,8.072840584,8.072840584,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,241,Ghana,10003,SouthSahara,10018,LMICs,1.309390488,1.309390488,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,4.290008603,4.290008603,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,381,Grenada,10005,CaribbeanCentralAmerica,10019,UMICs,0.00132,0.00132,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,753,Mongolia,10008,FarEastAsia,10018,LMICs,0.299304825,0.309122145,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,5.812616815,5.706677988,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,753,Mongolia,10008,FarEastAsia,10018,LMICs,25.743335,27.43448412,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.009144848,0.00940655,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,87.01272809,90.30767776,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,10.70636964,11.1117925,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,18.04880779,18.73227002,,dac2a,,,
2019,22,Luxembourg,528,Total ODA,500,Programme assistance,,,,,,,1.035847717,1.04988123,,dac5,,,
2019,918,EU Institutions,528,Total ODA,130,"Education, Health & Population",,,,,,,195.8774614,196.7422279,,dac5,,,
2018,2,Belgium,201,"Grants, Total",,,279,South Sudan,10003,SouthSahara,10016,LDCs,6.954655966,6.954655966,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,137.4023549,137.4023549,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,753,Mongolia,10008,FarEastAsia,10018,LMICs,26.24333077,26.24333077,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,861,Palau,10012,Oceania,10019,UMICs,0.203696849,0.203696849,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,3.406523134,3.406523134,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,1027,"Eastern Africa, regional",10003,SouthSahara,10024,UnallocatedIncome,84.11084458,85.89358585,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,738,Indonesia,10008,FarEastAsia,10018,LMICs,158.403583,155.6305287,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,81.9944295,85.45845018,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,4.002510348,4.195495637,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,53.98058732,55.3766504,,dac2a,,,
2019,10,Sweden,201,"Grants, Total",,,232,Chad,10003,SouthSahara,10016,LDCs,7.075593016,7.488358765,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,5.319141838,5.446581385,,dac2a,,,
2018,40,Greece,201,"Grants, Total",,,218,South Africa,10003,SouthSahara,10019,UMICs,0.103557182,0.103557182,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,613,Kazakhstan,10009,SouthCentralAsia,10019,UMICs,0.015932268,0.015932268,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,0.06550374,0.067146067,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,0.514727335,0.526651591,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,227,Botswana,10003,SouthSahara,10019,UMICs,0.000409461,0.000421954,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,130,Algeria,10002,NorthSahara,10019,UMICs,2.045745,2.009931656,,dac2a,,,
2018,701,Japan,204,ODA Gross Loans,,,498,"America, regional",10004,America,10024,UnallocatedIncome,0.25620581,0.25620581,,dac2a,,,
2019,2,Belgium,204,ODA Gross Loans,,,230,Cabo Verde,10003,SouthSahara,10018,LMICs,5.465879738,5.671116715,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,861,Palau,10012,Oceania,10019,UMICs,14.82088388,14.82088388,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,133,Libya,10002,NorthSahara,10019,UMICs,58.88350053,58.88350053,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,689,"South & Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,84.56972968,84.56972968,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,274,Djibouti,10003,SouthSahara,10016,LDCs,0.057722568,0.057722568,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,738,Indonesia,10008,FarEastAsia,10018,LMICs,85.91864731,84.35272253,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,425,Argentina,10006,SouthAmerica,10019,UMICs,0.358884,0.382460058,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,14.683592,15.64819677,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,50.99034455,53.08031949,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,0.162914045,0.16757622,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,868,Tokelau,10012,Oceania,10018,LMICs,18.46914164,18.99768028,,dac2a,,,
2019,21,Ireland,528,Total ODA,998,Unspecified,,,,,,,36.25092589,36.9332728,,dac5,,,
2019,22,Luxembourg,528,Total ODA,140,Other Social Infrastructure,,,,,,,22.60386035,22.88317319,,dac5,,,
2018,11,Switzerland,201,"Grants, Total",,,257,Mauritius,10003,SouthSahara,10019,UMICs,0.021304837,0.021304837,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,665,Pakistan,10009,SouthCentralAsia,10018,LMICs,11.86978525,11.86978525,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,22.01805855,22.01805855,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,469.7757752,479.6102364,,dac2a,,,
2019,2,Belgium,528,Total ODA,150,Other Social Infrastructure,,,,,,,71.99326097,73.12271743,,dac5,,,
2019,10,Sweden,528,Total ODA,110,"Education, Health & Population",,,,,,,121.6678932,123.4054648,,dac5,,,
2019,11,Switzerland,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,4.114287583,4.151344686,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,234,Congo,10003,SouthSahara,10018,LMICs,0.073403099,0.074064236,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,854,Vanuatu,10012,Oceania,10016,LDCs,0.219520831,0.219520831,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,10.32249026,10.32249026,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,57,Kosovo,10010,Europe,10018,LMICs,0.405618773,0.405618773,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,71,Albania,10010,Europe,10019,UMICs,11.45580421,11.45580421,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.419471222,0.43318072,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,218,South Africa,10003,SouthSahara,10019,UMICs,392.074018,385.2102683,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,457,Suriname,10006,SouthAmerica,10019,UMICs,0.09,0.088424437,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,0.244688235,0.253875973,,dac2a,,,
2019,4,France,201,"Grants, Total",,,463,Venezuela,10006,SouthAmerica,10019,UMICs,8.011180234,8.323497244,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,764,Thailand,10008,FarEastAsia,10019,UMICs,0.302346826,0.3169248,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,81.05081,81.05081,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,0.701678854,0.719271538,,dac2a,,,
2019,61,Slovenia,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,0.16231949,0.166694337,,dac2a,,,
2019,61,Slovenia,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,0.294248035,0.302178632,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,227,Botswana,10003,SouthSahara,10019,UMICs,0.010902224,0.011154787,,dac2a,,,
2019,69,Slovak Republic,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,0.07551,0.077586919,,dac2a,,,
2018,4,France,204,ODA Gross Loans,,,437,Colombia,10006,SouthAmerica,10019,UMICs,476.0956285,476.0956285,,dac2a,,,
2019,18,Finland,204,ODA Gross Loans,,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,19.04740163,19.67216419,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,665,Pakistan,10009,SouthCentralAsia,10018,LMICs,0.131893639,0.131893639,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,273,Somalia,10003,SouthSahara,10016,LDCs,0.158639504,0.158639504,,dac2a,,,
2018,40,Greece,201,"Grants, Total",,,63,Serbia,10010,Europe,10019,UMICs,0.218107093,0.218107093,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,57,Kosovo,10010,Europe,10018,LMICs,48.52399,48.52399,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,20.50007663,20.12644903,,dac2a,,,
2019,742,Korea,204,ODA Gross Loans,,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,52.63966,56.09770126,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,247,Côte d'Ivoire,10003,SouthSahara,10018,LMICs,0.59480883,0.59480883,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,13.56198553,13.56198553,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,285,Uganda,10003,SouthSahara,10016,LDCs,3.9137457,4.04865029,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,728,Cambodia,10008,FarEastAsia,10016,LDCs,2.59490537,2.684350284,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,6.202459681,6.202459681,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,669.0238356,688.8361931,,dac2a,,,
2019,5,Germany,528,Total ODA,998,Unspecified,,,,,,,215.9005897,219.7078804,,dac5,,,
2018,6,Italy,201,"Grants, Total",,,389,"Caribbean & Central America, regional",10005,CaribbeanCentralAmerica,10024,UnallocatedIncome,2.443345674,2.443345674,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,451,Paraguay,10006,SouthAmerica,10019,UMICs,0.453999951,0.453999951,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,256,Mauritania,10003,SouthSahara,10016,LDCs,0.016106456,0.016106456,,dac2a,,,
